,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,color_white
14,2.8809720581775866,0.5099019513592785,0.42,1.4142135623730951,0.28284271247461895,3.3166247903554,27.0,0.9974,0.8944271909999159,0
15,2.449489742783178,0.5291502622129182,0.27,3.9370039370059056,0.1897366596101027,5.5677643628300215,134.0,0.99408,0.6633249580710799,1
16,2.9664793948382653,0.7810249675906654,0.19,2.0,0.3065941943351178,5.47722557505166,69.0,0.99787,0.7071067811865476,0
17,3.106444913401813,0.6557438524302001,0.44,1.5491933384829668,0.3324154027718932,2.23606797749979,12.0,0.9994,0.7937253933193772,0
18,2.6267851073127395,0.5196152422706632,0.4,3.7416573867739413,0.2236067977499789,8.0,227.0,0.9979,0.7615773105863908,1
19,2.5099800796022267,0.5477225575051661,0.48,2.7202941017470885,0.2302172886644267,5.830951894845301,149.0,0.99472,0.7280109889280518,1
20,2.6076809620810595,0.8,0.08,3.114482300479488,0.2489979919597746,5.0990195135927845,142.0,0.9972,0.6782329983125268,1
21,2.449489742783178,0.5744562646538028,0.27,0.8944271909999159,0.3324154027718932,3.4641016151377544,188.0,0.9924,0.7874007874011811,1
22,2.6267851073127395,0.8246211251235319,0.0399999999999999,1.5811388300841898,0.324037034920393,4.69041575982343,37.0,0.9966,0.7549834435270749,0
23,2.6076809620810595,0.5656854249492379,0.3,1.0,0.2213594362117865,4.69041575982343,113.0,0.9928899999999999,0.7810249675906654,1
24,2.2803508501982757,0.4,0.34,0.8944271909999159,0.170293863659264,5.0990195135927845,77.0,0.99155,0.7141428428542851,1
25,2.6457513110645907,0.648074069840786,0.19,1.51657508881031,0.2664582518894845,4.242640687119285,36.0,0.9947600000000001,0.7483314773547883,0
26,2.3664319132398464,0.4898979485566356,0.34,1.4142135623730951,0.2024845673131658,3.7416573867739413,73.0,0.9898100000000001,0.6708203932499369,1
27,2.3021728866442674,0.5477225575051661,0.3,1.095445115010332,0.170293863659264,5.0,93.0,0.9874200000000001,0.6324555320336759,1
28,2.428991560298224,0.8031189202104505,0.12,1.4142135623730951,0.273861278752583,5.656854249492381,44.0,0.9954700000000001,0.8426149773176358,0
29,2.6457513110645907,0.4,0.26,2.7018512172212596,0.216794833886788,5.47722557505166,220.0,0.9962200000000001,0.7615773105863908,1
30,2.4698178070456938,0.7416198487095663,0.15,3.130495168499705,0.17606816861658997,4.358898943540674,125.0,0.9957,0.6855654600401044,1
31,2.5298221281347035,0.469041575982343,0.3,3.3466401061363023,0.2144761058952721,7.280109889280517,149.0,0.99479,0.5830951894845301,1
32,2.6267851073127395,0.7615773105863908,0.58,2.8635642126552705,0.1788854381999831,5.385164807134505,169.0,0.99275,0.6633249580710799,1
33,2.7386127875258306,0.4242640687119285,0.37,2.4899799195977463,0.2236067977499789,4.58257569495584,138.0,0.99546,0.7416198487095663,1
34,2.664582518894845,0.458257569495584,0.31,1.9493588689617931,0.1449137674618943,6.324555320336759,142.0,0.99215,0.6244997998398398,1
35,2.6267851073127395,0.8246211251235319,0.0399999999999999,1.51657508881031,0.23237900077244503,2.6457513110645907,16.0,0.99508,0.7937253933193772,0
36,2.569046515733026,0.4898979485566356,0.38,3.570714214271425,0.1843908891458577,2.8284271247461903,74.0,0.9938600000000001,0.7549834435270749,1
37,2.4083189157584592,0.6204836822995429,0.25,1.9235384061671343,0.17606816861658997,6.164414002968977,122.0,0.9912799999999999,0.7937253933193772,1
38,2.5495097567963922,0.458257569495584,0.42,1.0488088481701516,0.2428991560298224,5.744562646538029,101.0,0.9927,0.6164414002968976,1
39,2.588435821108957,0.5099019513592785,0.39,2.5298221281347035,0.3324154027718932,8.0,200.0,0.9956200000000001,0.6164414002968976,1
40,2.81069386451104,0.5477225575051661,0.6,1.3601470508735445,0.2190890230020664,3.6055512754639887,106.0,0.99331,0.7,1
41,2.6076809620810595,0.5291502622129182,0.44,3.3911649915626336,0.2,7.6157731058639095,223.0,0.9969,0.7483314773547883,1
42,2.5495097567963922,0.5,0.27,3.9749213828703582,0.2529822128134703,5.385164807134505,140.0,0.9977600000000001,0.7,1
43,2.6267851073127395,0.458257569495584,0.28,1.5491933384829668,0.2366431913239846,7.0,159.0,0.9944,0.6855654600401044,1
44,2.5495097567963922,0.5099019513592785,0.43,2.9832867780352594,0.2880972058177586,7.071067811865476,171.0,0.9965,0.7071067811865476,1
45,3.106444913401813,0.7745966692414834,0.6000000000000001,1.51657508881031,0.2509980079602226,2.449489742783178,25.0,0.9997,0.7549834435270749,0
46,2.6457513110645907,0.5744562646538028,0.32,1.095445115010332,0.2302172886644267,6.164414002968977,138.0,0.9906,0.5291502622129182,1
47,3.106444913401813,0.6928203230275509,0.54,1.6124515496597098,0.291547594742265,4.358898943540674,64.0,1.0,0.7810249675906654,0
48,3.106444913401813,0.4242640687119285,0.51,2.0,0.322490309931942,2.0,23.0,0.9996,0.916515138991168,0
49,2.6457513110645907,0.3741657386773941,0.41,0.9486832980505138,0.1923538406167134,4.69041575982343,95.0,0.9914,0.6557438524302001,1
50,2.664582518894845,0.458257569495584,0.28,1.6431676725154984,0.1843908891458577,4.795831523312719,111.0,0.99405,0.8,1
51,2.428991560298224,0.5099019513592785,0.3,1.0,0.1897366596101027,6.164414002968977,114.0,0.9928,0.6928203230275509,1
52,2.6457513110645907,0.4898979485566356,0.26,1.3038404810405295,0.2024845673131658,5.5677643628300215,110.0,0.9914200000000001,0.7280109889280518,1
53,2.5298221281347035,0.648074069840786,0.19,3.049590136395381,0.2073644135332772,5.291502622129181,145.0,0.9943299999999999,0.7280109889280518,1
54,2.569046515733026,0.41231056256176596,0.28,1.3416407864998738,0.2049390153191919,7.874007874011811,178.0,0.9920399999999999,0.648074069840786,1
55,2.4698178070456938,0.4472135954999579,0.34,3.0822070014844885,0.2024845673131658,6.164414002968977,201.0,0.995,0.6633249580710799,1
56,2.6267851073127395,0.4358898943540673,0.28,2.23606797749979,0.2408318915758459,3.7416573867739413,146.0,0.9952,0.6,1
57,2.6076809620810595,0.3464101615137754,0.3,3.5916569992135936,0.2213594362117865,5.656854249492381,88.0,0.99654,0.5916079783099616,1
58,2.428991560298224,0.5385164807134504,0.33,2.7202941017470885,0.1923538406167134,7.6157731058639095,205.0,0.99495,0.6403124237432849,1
59,2.2583179581272432,0.3741657386773941,0.25,0.8366600265340756,0.1974841765813149,3.8729833462074175,89.0,0.9919,0.6557438524302001,1
60,2.428991560298224,0.5656854249492379,0.28,2.16794833886788,0.1974841765813149,5.830951894845301,94.0,0.98964,0.7549834435270749,1
61,2.4083189157584592,0.5,0.26,3.6193922141707713,0.2258317958127242,6.6332495807108,148.0,0.9972,0.6164414002968976,1
62,2.664582518894845,0.4242640687119285,0.42,1.1832159566199232,0.2121320343559642,6.855654600401044,157.0,0.9916,0.5567764362830022,1
63,2.3874672772626644,0.5291502622129182,0.3,1.9748417658131496,0.161245154965971,6.0,105.0,0.9896299999999999,0.7615773105863908,1
64,2.569046515733026,0.5196152422706632,0.49,2.7928480087537877,0.2213594362117865,7.874007874011811,217.0,0.9959,0.6708203932499369,1
65,2.7202941017470885,0.5099019513592785,0.31,2.7568097504180438,0.216794833886788,7.211102550927977,177.0,0.9962,0.6708203932499369,1
66,2.664582518894845,0.5656854249492379,0.24,3.6193922141707713,0.2236067977499789,7.211102550927977,204.0,0.998,0.7,1
67,2.5099800796022267,0.5099019513592785,0.25,2.7928480087537877,0.2408318915758459,6.6332495807108,166.0,0.9961,0.6403124237432849,1
68,2.9832867780352594,0.458257569495584,0.37,1.095445115010332,0.1673320053068151,4.47213595499958,93.0,0.99244,0.6082762530298219,1
69,2.7018512172212596,0.8246211251235319,0.08,1.3038404810405295,0.3065941943351178,3.1622776601683795,45.0,0.9957600000000001,0.7071067811865476,0
70,2.3874672772626644,0.4,0.32,1.095445115010332,0.1897366596101027,2.6457513110645907,89.0,0.99111,0.6928203230275509,1
71,2.4698178070456938,0.5477225575051661,0.47,1.1832159566199232,0.2213594362117865,7.071067811865476,187.0,0.9927,0.6708203932499369,1
72,2.6457513110645907,0.458257569495584,0.34,2.8284271247461903,0.2387467277262664,4.358898943540674,101.0,0.9954,0.7681145747868608,1
73,2.449489742783178,0.5099019513592785,0.26,1.4832396974191326,0.187082869338697,3.1622776601683795,72.0,0.9894649999999999,0.6928203230275509,1
74,2.5495097567963922,0.5291502622129182,0.28,3.9749213828703582,0.2024845673131658,6.324555320336759,144.0,1.0002,0.6164414002968976,1
75,2.3874672772626644,0.469041575982343,0.25,1.0488088481701516,0.2236067977499789,8.860022573334676,175.0,0.9909899999999999,0.7874007874011811,1
76,2.8809720581775866,0.5099019513592785,0.41,3.03315017762062,0.2049390153191919,6.4031242374328485,162.0,0.9944,0.6164414002968976,1
77,2.5298221281347035,0.3741657386773941,0.31,1.095445115010332,0.1843908891458577,7.280109889280517,138.0,0.9908399999999999,0.5916079783099616,1
78,2.8809720581775866,0.3741657386773941,0.36,2.9664793948382653,0.161245154965971,3.6055512754639887,60.0,0.9956,0.5916079783099616,1
79,2.949576240750525,0.7348469228349535,0.26,1.5811388300841898,0.3114482300479487,2.6457513110645907,31.0,0.9976,0.7745966692414834,0
80,2.1095023109728994,0.7348469228349535,0.09,2.2583179581272432,0.1949358868961792,7.211102550927977,97.0,0.9902200000000001,0.6324555320336759,1
81,2.588435821108957,0.5656854249492379,0.44,1.5491933384829668,0.2469817807045694,4.898979485566356,34.0,0.99484,0.8944271909999159,0
82,2.6076809620810595,0.6557438524302001,0.3,1.8708286933869709,0.1816590212458495,5.196152422706632,135.0,0.9906,0.6082762530298219,1
83,2.5495097567963922,0.7842193570679061,0.0399999999999999,1.3784048752090219,0.2549509756796392,3.0,18.0,0.9972,0.8062257748298549,0
84,2.4899799195977463,0.5196152422706632,0.47,1.095445115010332,0.3324154027718932,5.291502622129181,105.0,0.99224,0.7141428428542851,1
85,2.5298221281347035,0.5656854249492379,0.5,3.271085446759225,0.216794833886788,7.549834435270751,206.0,0.9968,0.7745966692414834,1
86,2.8809720581775866,0.7348469228349535,0.24,1.8439088914585773,0.2756809750418044,4.0,112.0,0.9976,0.7810249675906654,0
87,2.846049894151541,0.758287544405155,0.22,1.4491376746189442,0.2774887385102321,3.4641016151377544,65.0,0.9967,0.7141428428542851,0
88,3.0,0.6928203230275509,0.32,1.6733200530681511,0.2898275349237887,4.58257569495584,122.0,0.9984,0.7874007874011811,0
89,3.106444913401813,0.6164414002968976,0.49,1.6431676725154984,0.3130495168499705,3.4641016151377544,42.0,1.0004,0.7810249675906654,0
90,2.7386127875258306,0.6164414002968976,0.33,3.03315017762062,0.2073644135332772,4.358898943540674,116.0,0.99444,0.648074069840786,1
91,2.569046515733026,0.4795831523312719,0.27,2.3664319132398464,0.2073644135332772,6.5574385243019995,164.0,0.9953,0.8717797887081347,1
92,2.664582518894845,0.8062257748298549,0.18,1.3416407864998738,0.2645751311064591,3.6055512754639887,40.0,0.997,0.7745966692414834,0
93,2.5298221281347035,0.7483314773547883,0.15,1.3416407864998738,0.2792848008753788,4.123105625617661,65.0,0.9929399999999999,0.7745966692414834,0
94,2.6457513110645907,0.458257569495584,0.42,2.3021728866442674,0.1923538406167134,6.0,123.0,0.99321,0.7211102550927979,1
95,2.6076809620810595,0.469041575982343,0.36,1.095445115010332,0.2280350850198276,6.164414002968977,127.0,0.9933,0.7348469228349535,1
96,2.588435821108957,0.41231056256176596,0.27,1.1832159566199232,0.1788854381999831,6.2449979983983965,149.0,0.99254,0.7211102550927979,1
97,2.5298221281347035,0.7937253933193772,0.21,1.2649110640673518,0.28284271247461895,3.4641016151377544,32.0,0.9968899999999999,0.812403840463596,0
98,3.106444913401813,0.4898979485566356,0.49,1.3416407864998738,0.273861278752583,2.449489742783178,20.0,0.9977,0.916515138991168,0
99,2.588435821108957,0.5567764362830022,0.3,1.5491933384829668,0.1949358868961792,5.47722557505166,83.0,0.98867,0.6,1
100,2.7386127875258306,0.4242640687119285,0.31,3.4205262752974135,0.2258317958127242,4.898979485566356,94.0,0.997,0.6633249580710799,1
101,2.664582518894845,0.6,0.56,1.1401754250991378,0.2144761058952721,5.0,102.0,0.9923,0.5744562646538028,1
102,2.8284271247461903,0.7071067811865476,0.39,1.6124515496597098,0.2863564212655271,3.4641016151377544,46.0,0.9985,0.7874007874011811,0
103,2.23606797749979,0.41231056256176596,0.56,1.224744871391589,0.161245154965971,4.898979485566356,115.0,0.9906,0.6244997998398398,1
104,2.9832867780352594,0.7516648189186453,0.34,1.7320508075688772,0.3049590136395381,4.0,112.0,0.9998,0.7810249675906654,0
105,2.9664793948382653,0.7745966692414834,0.29,1.4832396974191326,0.3130495168499705,2.23606797749979,15.0,0.9988,0.7,0
106,2.4698178070456938,0.5291502622129182,0.27,2.8284271247461903,0.2190890230020664,6.4031242374328485,162.0,0.99498,0.7141428428542851,1
107,2.7568097504180438,0.648074069840786,0.25,1.9748417658131496,0.322490309931942,5.291502622129181,90.0,0.99784,0.7549834435270749,0
108,2.7018512172212596,0.6324555320336759,0.28,2.5495097567963922,0.1923538406167134,5.0990195135927845,97.0,0.9914799999999999,0.7615773105863908,1
109,2.4083189157584592,0.41231056256176596,0.3,1.1832159566199232,0.1923538406167134,7.416198487095662,130.0,0.9909,0.6164414002968976,1
110,2.6267851073127395,0.6164414002968976,0.25,3.130495168499705,0.2,5.291502622129181,191.0,0.9971,0.7810249675906654,1
111,2.7568097504180438,0.4242640687119285,0.36,1.5491933384829668,0.2213594362117865,6.164414002968977,123.0,0.996,0.6782329983125268,1
112,2.569046515733026,0.41231056256176596,0.36,1.3784048752090219,0.1897366596101027,6.164414002968977,110.0,0.99056,0.7348469228349535,1
113,2.4698178070456938,0.5049752469181039,0.44,3.5071355833500366,0.2121320343559642,7.280109889280517,197.0,0.9967,0.7348469228349535,1
114,2.5099800796022267,0.6244997998398398,0.24,2.6267851073127395,0.2626785107312739,3.0,117.0,0.9942,0.5916079783099616,1
115,2.6457513110645907,0.5477225575051661,0.38,3.8600518131237567,0.1788854381999831,7.745966692414835,181.0,0.9983,0.7810249675906654,1
116,2.588435821108957,0.3316624790355399,0.34,2.9664793948382653,0.2073644135332772,6.4031242374328485,113.0,0.9962,0.6324555320336759,1
117,2.7202941017470885,0.7874007874011811,0.05,1.3784048752090219,0.26076809620810604,4.898979485566356,42.0,0.9961,0.7549834435270749,0
118,2.588435821108957,0.5099019513592785,0.26,2.0,0.2810693864511039,5.958187643906492,216.0,0.9956,0.8246211251235321,1
119,2.4698178070456938,0.4242640687119285,0.38,1.51657508881031,0.1816590212458495,5.291502622129181,111.0,0.98962,0.7,1
120,2.5495097567963922,0.469041575982343,0.6000000000000001,2.6076809620810595,0.2049390153191919,5.744562646538029,168.0,0.9958,0.6,1
121,2.4698178070456938,0.6,0.26,2.85482048472404,0.187082869338697,3.7416573867739413,88.0,0.99031,0.5196152422706632,1
122,2.7928480087537877,0.6244997998398398,0.42,1.4142135623730951,0.2932575659723035,3.0,21.0,0.99526,0.812403840463596,0
123,2.8982753492378883,0.5656854249492379,0.35,3.4205262752974135,0.170293863659264,1.7320508075688772,46.0,0.99439,0.5830951894845301,1
124,2.5495097567963922,0.469041575982343,0.25,3.9749213828703582,0.2236067977499789,6.6332495807108,138.0,1.0001,0.6082762530298219,1
125,2.6267851073127395,0.4795831523312719,0.35,2.6267851073127395,0.1732050807568877,6.708203932499369,116.0,0.99244,0.7348469228349535,1
126,2.5495097567963922,0.4795831523312719,0.36,3.9749213828703582,0.1949358868961792,6.5574385243019995,133.0,0.99924,0.6403124237432849,1
127,2.7386127875258306,0.7615773105863908,0.0399999999999999,2.0248456731316584,0.28284271247461895,5.196152422706632,46.0,0.99592,0.6855654600401044,0
128,2.4899799195977463,0.6,0.24,1.4832396974191326,0.3082207001484488,4.358898943540674,42.0,0.9946,0.7549834435270749,0
129,2.4899799195977463,0.6244997998398398,0.43,1.4142135623730951,0.2664582518894845,3.7416573867739413,24.0,0.9942799999999999,0.916515138991168,0
130,2.3664319132398464,0.458257569495584,0.4,1.1401754250991378,0.2024845673131658,8.860022573334676,147.0,0.9901,0.916515138991168,1
131,2.664582518894845,0.6082762530298219,0.32,1.1832159566199232,0.1923538406167134,5.196152422706632,126.0,0.9918,0.7874007874011811,1
132,2.3874672772626644,0.458257569495584,0.25,1.0488088481701516,0.187082869338697,5.0990195135927845,81.0,0.9902,0.7211102550927979,1
133,2.664582518894845,0.5196152422706632,0.24,3.5496478698597698,0.2097617696340303,6.92820323027551,118.0,0.99726,0.7483314773547883,1
134,2.5298221281347035,0.7874007874011811,0.12,2.16794833886788,0.2449489742783178,5.744562646538029,196.0,0.99556,0.6928203230275509,1
135,2.7018512172212596,0.5196152422706632,0.39,2.588435821108957,0.2529822128134703,5.291502622129181,188.0,0.9958,0.5477225575051661,1
136,2.8982753492378883,0.5567764362830022,0.29,1.760681686165901,0.3324154027718932,3.7416573867739413,26.0,0.99536,0.8831760866327847,0
137,2.7018512172212596,0.3807886552931954,0.33,1.0488088481701516,0.2049390153191919,3.7416573867739413,64.0,0.9901200000000001,0.6082762530298219,1
138,2.569046515733026,0.5291502622129182,0.42,2.8635642126552705,0.2097617696340303,7.745966692414835,196.0,0.9956200000000001,0.6928203230275509,1
139,2.4899799195977463,0.469041575982343,0.28,1.4832396974191326,0.2,4.898979485566356,125.0,0.9917,0.6928203230275509,1
140,2.5495097567963922,0.7141428428542851,0.25,1.3038404810405295,0.2190890230020664,6.2449979983983965,177.0,0.9921200000000001,0.7549834435270749,1
141,2.7202941017470885,0.458257569495584,0.6000000000000001,3.5071355833500366,0.1949358868961792,8.77496438739212,183.0,0.9977799999999999,0.6928203230275509,1
142,2.428991560298224,0.5099019513592785,0.21,3.5355339059327378,0.1843908891458577,6.0,152.0,0.9972,0.6557438524302001,1
143,2.9664793948382653,0.5744562646538028,0.41,2.428991560298224,0.2701851217221259,2.6457513110645907,13.0,0.9965799999999999,0.7874007874011811,0
144,2.588435821108957,0.5567764362830022,0.08,1.1401754250991378,0.1949358868961792,7.6157731058639095,147.0,0.9922,0.6782329983125268,1
145,2.683281572999748,0.4898979485566356,0.19,2.7748873851023217,0.2121320343559642,7.280109889280517,176.0,0.9958,0.6164414002968976,1
146,2.3021728866442674,0.6284902544988268,0.07,1.1401754250991378,0.187082869338697,5.0990195135927845,102.0,0.992,0.5916079783099616,1
147,2.81069386451104,0.5,0.35,2.588435821108957,0.1974841765813149,4.69041575982343,64.0,0.9936200000000001,0.7,1
148,2.428991560298224,0.41231056256176596,0.3,1.1832159566199232,0.2049390153191919,5.0,119.0,0.9931,0.848528137423857,1
149,2.8809720581775866,0.6,0.57,3.8729833462074175,0.2280350850198276,5.916079783099617,256.0,1.0001,0.8,1
150,2.345207879911715,0.41231056256176596,0.23,1.70293863659264,0.1974841765813149,3.1622776601683795,108.0,0.9924299999999999,0.7071067811865476,1
151,2.7928480087537877,0.5291502622129182,0.32,3.0,0.1897366596101027,5.830951894845301,115.0,0.9952,0.6244997998398398,1
152,2.683281572999748,0.3605551275463989,0.46,1.1401754250991378,0.2097617696340303,6.92820323027551,111.0,0.9912700000000001,0.6708203932499369,1
153,2.4899799195977463,0.5958187643906492,0.35,1.4142135623730951,0.2144761058952721,5.5677643628300215,95.0,0.9882200000000001,0.6782329983125268,1
154,2.4083189157584592,0.5916079783099616,0.29,1.7888543819998317,0.1843908891458577,6.4031242374328485,151.0,0.9912,0.7615773105863908,1
155,2.588435821108957,0.6557438524302001,0.23,2.23606797749979,0.3324154027718932,7.0,145.0,0.99471,0.7,1
156,2.683281572999748,0.6324555320336759,0.24,2.9154759474226504,0.2345207879911715,6.708203932499369,151.0,0.99626,0.7211102550927979,1
157,2.4899799195977463,0.5916079783099616,0.31,1.6124515496597098,0.1897366596101027,6.0827625302982185,92.0,0.9893799999999999,0.7280109889280518,1
158,2.449489742783178,0.3741657386773941,0.17,2.3664319132398464,0.1897366596101027,6.0827625302982185,127.0,0.9937299999999999,0.7549834435270749,1
159,2.6076809620810595,0.5099019513592785,0.34,3.88587184554509,0.2449489742783178,6.4807406984078595,162.0,0.99705,0.7211102550927979,1
160,2.5298221281347035,0.469041575982343,0.32,2.213594362117865,0.2144761058952721,7.071067811865476,156.0,0.99316,0.7416198487095663,1
161,2.4083189157584592,0.5291502622129182,0.35,1.51657508881031,0.2302172886644267,6.0,114.0,0.9924,0.7071067811865476,1
162,2.428991560298224,0.4472135954999579,0.4,1.1401754250991378,0.216794833886788,4.795831523312719,92.0,0.9923200000000001,0.6708203932499369,1
163,3.106444913401813,0.5916079783099616,0.49,2.4083189157584592,0.2569046515733026,2.23606797749979,35.0,1.0014,0.812403840463596,0
164,2.6076809620810595,0.4358898943540673,0.23,2.2583179581272432,0.1843908891458577,8.426149773176359,204.0,0.9942,0.8306623862918074,1
165,2.7202941017470885,0.4242640687119285,0.36,3.6193922141707713,0.2366431913239846,8.48528137423857,163.0,1.0,0.5916079783099616,1
166,3.0983866769659336,0.648074069840786,0.35,1.4491376746189442,0.2880972058177586,4.123105625617661,38.0,0.9962200000000001,0.812403840463596,0
167,2.5298221281347035,0.4795831523312719,0.39,1.3416407864998738,0.1788854381999831,4.795831523312719,118.0,0.9912,0.7071067811865476,1
168,2.8809720581775866,0.8246211251235319,0.0399999999999999,1.8439088914585773,0.2898275349237887,2.449489742783178,11.0,0.99892,0.7,0
169,2.588435821108957,0.4795831523312719,0.33,1.3416407864998738,0.1897366596101027,4.795831523312719,96.0,0.9925,0.6324555320336759,1
170,2.932575659723036,0.8031189202104505,0.25,1.4142135623730951,0.2880972058177586,2.8284271247461903,28.0,0.99815,0.7745966692414834,0
171,2.846049894151541,0.5567764362830022,0.24,1.2649110640673518,0.1788854381999831,3.1622776601683795,67.0,0.9924,0.6855654600401044,1
172,2.6076809620810595,0.4242640687119285,0.21,2.32379000772445,0.2302172886644267,5.830951894845301,104.0,0.99445,0.6557438524302001,1
173,2.6457513110645907,0.4,0.32,1.0488088481701516,0.1788854381999831,5.385164807134505,80.0,0.98972,0.6,1
174,2.7748873851023217,0.4898979485566356,0.3,1.1832159566199232,0.2024845673131658,3.8729833462074175,102.0,0.9929,0.7280109889280518,1
175,3.106444913401813,0.7348469228349535,0.6000000000000001,2.097617696340304,0.3324154027718932,2.449489742783178,15.0,0.9984,0.91104335791443,0
176,2.569046515733026,0.8246211251235319,0.5,1.224744871391589,0.2121320343559642,5.47722557505166,133.0,0.9910399999999999,0.6928203230275509,1
177,3.0659419433511785,0.41231056256176596,0.55,1.2649110640673518,0.2213594362117865,3.7416573867739413,94.0,0.9949,0.7810249675906654,1
178,2.8809720581775866,0.5196152422706632,0.34,3.1937438845342623,0.2190890230020664,7.071067811865476,118.0,0.99716,0.7141428428542851,1
179,2.7568097504180438,0.5477225575051661,0.25,2.073644135332772,0.23237900077244503,4.69041575982343,111.0,0.9956,0.7,1
180,2.81069386451104,0.5916079783099616,0.28,3.5916569992135936,0.1788854381999831,3.6055512754639887,63.0,0.9932,0.6557438524302001,1
181,2.5298221281347035,0.6244997998398398,0.21,1.095445115010332,0.2024845673131658,5.916079783099617,136.0,0.99225,0.6782329983125268,1
182,2.9154759474226504,0.6782329983125268,0.59,1.1832159566199232,0.3324154027718932,4.0,45.0,0.99702,0.916515138991168,0
183,2.449489742783178,0.5196152422706632,0.26,1.1401754250991378,0.1949358868961792,5.656854249492381,138.0,0.99125,0.6557438524302001,1
184,2.7568097504180438,0.5385164807134504,0.26,2.5495097567963922,0.2049390153191919,5.656854249492381,160.0,0.9944,0.6855654600401044,1
185,2.5099800796022267,0.6,0.3,2.1908902300206643,0.2213594362117865,3.7416573867739413,85.0,0.9932,0.6244997998398398,1
186,2.7202941017470885,0.5830951894845301,0.28,3.478505426185217,0.2213594362117865,5.5677643628300215,149.0,0.99677,0.7,1
187,2.6076809620810595,0.8185352771872451,0.3,3.6055512754639887,0.3324154027718932,4.69041575982343,193.0,0.9984,0.8185352771872451,1
188,2.569046515733026,0.6708203932499369,0.43,2.683281572999748,0.2529822128134703,5.5677643628300215,186.0,0.9954,0.6633249580710799,1
189,2.7748873851023217,0.3316624790355399,0.34,3.7483329627982624,0.2,6.4031242374328485,114.0,0.99634,0.7681145747868608,1
190,2.683281572999748,0.5830951894845301,0.24,1.4142135623730951,0.2664582518894845,5.47722557505166,52.0,0.9957600000000001,0.7615773105863908,0
191,2.4899799195977463,0.4,0.47,1.1832159566199232,0.170293863659264,4.795831523312719,81.0,0.99,0.648074069840786,1
192,2.6267851073127395,0.458257569495584,0.6000000000000001,1.0488088481701516,0.3324154027718932,7.211102550927977,123.0,0.9932,0.6244997998398398,1
193,2.6267851073127395,0.7483314773547883,0.26,3.301514803843836,0.2449489742783178,7.416198487095662,193.0,0.9969,0.6633249580710799,1
194,2.449489742783178,0.6,0.39,1.7888543819998317,0.1643167672515498,4.47213595499958,125.0,0.991,0.6244997998398398,1
195,2.7568097504180438,0.6928203230275509,0.31,3.0659419433511785,0.2144761058952721,2.449489742783178,194.0,0.9971399999999999,0.7810249675906654,1
196,2.6457513110645907,0.5196152422706632,0.48,2.4698178070456938,0.2049390153191919,7.745966692414835,184.0,0.99566,0.7071067811865476,1
197,2.664582518894845,0.3605551275463989,0.38,1.3416407864998738,0.2144761058952721,3.7416573867739413,114.0,0.9925,0.916515138991168,1
198,2.5298221281347035,0.6164414002968976,0.19,2.1213203435596424,0.1949358868961792,6.0,119.0,0.99151,0.648074069840786,1
199,2.7386127875258306,0.7615773105863908,0.2,1.4142135623730951,0.2701851217221259,5.830951894845301,44.0,0.9949399999999999,0.6557438524302001,0
200,2.4083189157584592,0.4472135954999579,0.27,1.1832159566199232,0.17606816861658997,3.4641016151377544,77.0,0.9905,0.6,1
