,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,color
21,2.6076809620810595,0.8,0.08,3.1144823004794873,0.24899799195977465,5.0990195135927845,142.0,0.9972,0.6782329983125268,white
22,2.449489742783178,0.5744562646538028,0.27,0.8944271909999159,0.33241540277189324,3.4641016151377544,188.0,0.9924,0.7874007874011811,white
24,2.6267851073127395,0.824621125123532,0.03999999999999998,1.5811388300841898,0.324037034920393,4.69041575982343,37.0,0.9966,0.7549834435270749,red
25,2.6076809620810595,0.565685424949238,0.3,1.0,0.22135943621178655,4.69041575982343,113.0,0.9928899999999999,0.7810249675906654,white
27,2.280350850198276,0.4,0.34,0.8944271909999159,0.170293863659264,5.0990195135927845,77.0,0.99155,0.714142842854285,white
28,2.6457513110645907,0.648074069840786,0.19,1.51657508881031,0.2664582518894845,4.242640687119285,36.0,0.9947600000000001,0.7483314773547883,red
29,2.3664319132398464,0.4898979485566356,0.34,1.4142135623730951,0.20248456731316586,3.7416573867739413,73.0,0.9898100000000001,0.6708203932499369,white
30,2.3021728866442674,0.5477225575051661,0.3,1.0954451150103321,0.170293863659264,5.0,93.0,0.9874200000000001,0.6324555320336759,white
31,2.4289915602982237,0.8031189202104505,0.12,1.4142135623730951,0.27386127875258304,5.656854249492381,44.0,0.9954700000000001,0.8426149773176358,red
32,2.6457513110645907,0.4,0.26,2.701851217221259,0.216794833886788,5.477225575051661,220.0,0.9962200000000001,0.7615773105863908,white
33,2.4698178070456938,0.7416198487095663,0.15,3.1304951684997055,0.17606816861659008,4.358898943540674,125.0,0.9957,0.6855654600401044,white
34,2.5298221281347035,0.469041575982343,0.3,3.3466401061363023,0.21447610589527216,7.280109889280518,149.0,0.99479,0.5830951894845301,white
35,2.6267851073127395,0.7615773105863908,0.58,2.8635642126552705,0.17888543819998318,5.385164807134504,169.0,0.99275,0.6633249580710799,white
36,2.7386127875258306,0.4242640687119285,0.37,2.4899799195977463,0.22360679774997896,4.58257569495584,138.0,0.99546,0.7416198487095663,white
37,2.6645825188948455,0.458257569495584,0.31,1.9493588689617927,0.14491376746189438,6.324555320336759,142.0,0.99215,0.6244997998398398,white
38,2.6267851073127395,0.824621125123532,0.03999999999999998,1.51657508881031,0.23237900077244503,2.6457513110645907,16.0,0.99508,0.7937253933193772,red
39,2.569046515733026,0.4898979485566356,0.38,3.570714214271425,0.18439088914585774,2.8284271247461903,74.0,0.9938600000000001,0.7549834435270749,white
40,2.4083189157584592,0.6204836822995429,0.25,1.9235384061671346,0.17606816861659008,6.164414002968976,122.0,0.9912799999999999,0.7937253933193772,white
41,2.5495097567963922,0.458257569495584,0.42,1.0488088481701516,0.2428991560298224,5.744562646538029,101.0,0.9927,0.6164414002968976,white
42,2.588435821108957,0.5099019513592785,0.39,2.5298221281347035,0.33241540277189324,8.0,200.0,0.9956200000000001,0.6164414002968976,white
43,2.8106938645110393,0.5477225575051661,0.6,1.3601470508735443,0.21908902300206645,3.605551275463989,106.0,0.99331,0.7,white
44,2.6076809620810595,0.5291502622129182,0.44,3.391164991562634,0.2,7.615773105863909,223.0,0.9969,0.7483314773547883,white
45,2.5495097567963922,0.5,0.27,3.9749213828703582,0.25298221281347033,5.385164807134504,140.0,0.9977600000000001,0.7,white
46,2.6267851073127395,0.458257569495584,0.28,1.5491933384829668,0.23664319132398462,7.0,159.0,0.9944,0.6855654600401044,white
47,2.5495097567963922,0.5099019513592785,0.43,2.9832867780352594,0.28809720581775866,7.0710678118654755,171.0,0.9965,0.7071067811865476,white
48,3.1064449134018135,0.7745966692414834,0.6000000000000001,1.51657508881031,0.25099800796022265,2.449489742783178,25.0,0.9997,0.7549834435270749,red
49,2.6457513110645907,0.5744562646538028,0.32,1.0954451150103321,0.23021728866442676,6.164414002968976,138.0,0.9906,0.5291502622129182,white
50,3.1064449134018135,0.6928203230275509,0.54,1.61245154965971,0.29154759474226505,4.358898943540674,64.0,1.0,0.7810249675906654,red
51,3.1064449134018135,0.4242640687119285,0.51,2.0,0.322490309931942,2.0,23.0,0.9996,0.916515138991168,red
53,2.6457513110645907,0.37416573867739417,0.41,0.9486832980505138,0.19235384061671346,4.69041575982343,95.0,0.9914,0.6557438524302001,white
54,2.6645825188948455,0.458257569495584,0.28,1.6431676725154984,0.18439088914585774,4.795831523312719,111.0,0.99405,0.8,white
55,2.4289915602982237,0.5099019513592785,0.3,1.0,0.18973665961010278,6.164414002968976,114.0,0.9928,0.6928203230275509,white
56,2.6457513110645907,0.4898979485566356,0.26,1.3038404810405297,0.20248456731316586,5.5677643628300215,110.0,0.9914200000000001,0.7280109889280518,white
57,2.5298221281347035,0.648074069840786,0.19,3.0495901363953815,0.2073644135332772,5.291502622129181,145.0,0.9943299999999999,0.7280109889280518,white
58,2.569046515733026,0.41231056256176607,0.28,1.3416407864998738,0.20493901531919198,7.874007874011811,178.0,0.9920399999999999,0.648074069840786,white
59,2.4698178070456938,0.4472135954999579,0.34,3.082207001484488,0.20248456731316586,6.164414002968976,201.0,0.995,0.6633249580710799,white
60,2.6267851073127395,0.43588989435406733,0.28,2.23606797749979,0.2408318915758459,3.7416573867739413,146.0,0.9952,0.6,white
61,2.6076809620810595,0.34641016151377546,0.3,3.591656999213594,0.22135943621178655,5.656854249492381,88.0,0.99654,0.5916079783099616,white
62,2.4289915602982237,0.5385164807134504,0.33,2.7202941017470885,0.19235384061671346,7.615773105863909,205.0,0.99495,0.6403124237432849,white
63,2.258317958127243,0.37416573867739417,0.25,0.8366600265340756,0.19748417658131498,3.872983346207417,89.0,0.9919,0.6557438524302001,white
64,2.4289915602982237,0.565685424949238,0.28,2.16794833886788,0.19748417658131498,5.830951894845301,94.0,0.98964,0.7549834435270749,white
65,2.4083189157584592,0.5,0.26,3.6193922141707713,0.22583179581272428,6.6332495807108,148.0,0.9972,0.6164414002968976,white
66,2.6645825188948455,0.4242640687119285,0.42,1.1832159566199232,0.21213203435596426,6.855654600401044,157.0,0.9916,0.5567764362830022,white
67,2.3874672772626644,0.5291502622129182,0.3,1.9748417658131499,0.161245154965971,6.0,105.0,0.9896299999999999,0.7615773105863908,white
68,2.569046515733026,0.5196152422706632,0.49,2.792848008753788,0.22135943621178655,7.874007874011811,217.0,0.9959,0.6708203932499369,white
69,2.7202941017470885,0.6082762530298219,0.43,1.61245154965971,0.2863564212655271,4.242640687119285,82.0,0.99708,0.8246211251235321,red
70,2.7202941017470885,0.5099019513592785,0.31,2.756809750418044,0.216794833886788,7.211102550927978,177.0,0.9962,0.6708203932499369,white
71,2.6645825188948455,0.565685424949238,0.24,3.6193922141707713,0.22360679774997896,7.211102550927978,204.0,0.998,0.7,white
72,2.5099800796022267,0.5099019513592785,0.25,2.792848008753788,0.2408318915758459,6.6332495807108,166.0,0.9961,0.6403124237432849,white
73,2.9832867780352594,0.458257569495584,0.37,1.0954451150103321,0.1673320053068151,4.47213595499958,93.0,0.99244,0.6082762530298219,white
74,2.701851217221259,0.824621125123532,0.08,1.3038404810405297,0.3065941943351178,3.1622776601683795,45.0,0.9957600000000001,0.7071067811865476,red
75,2.3874672772626644,0.4,0.32,1.0954451150103321,0.18973665961010278,2.6457513110645907,89.0,0.99111,0.6928203230275509,white
76,2.4698178070456938,0.5477225575051661,0.47,1.1832159566199232,0.22135943621178655,7.0710678118654755,187.0,0.9927,0.6708203932499369,white
77,2.6457513110645907,0.458257569495584,0.34,2.8284271247461903,0.23874672772626646,4.358898943540674,101.0,0.9954,0.7681145747868608,white
78,2.449489742783178,0.5099019513592785,0.26,1.4832396974191326,0.18708286933869708,3.1622776601683795,72.0,0.9894649999999999,0.6928203230275509,white
79,2.5495097567963922,0.5291502622129182,0.28,3.9749213828703582,0.20248456731316586,6.324555320336759,144.0,1.0002,0.6164414002968976,white
80,2.3874672772626644,0.469041575982343,0.25,1.0488088481701516,0.22360679774997896,8.860022573334675,175.0,0.9909899999999999,0.7874007874011811,white
81,2.8809720581775866,0.5099019513592785,0.41,3.03315017762062,0.20493901531919198,6.4031242374328485,162.0,0.9944,0.6164414002968976,white
82,2.5298221281347035,0.37416573867739417,0.31,1.0954451150103321,0.18439088914585774,7.280109889280518,138.0,0.9908399999999999,0.5916079783099616,white
83,2.8809720581775866,0.37416573867739417,0.36,2.9664793948382653,0.161245154965971,3.605551275463989,60.0,0.9956,0.5916079783099616,white
84,2.949576240750525,0.7348469228349535,0.26,1.5811388300841898,0.31144823004794875,2.6457513110645907,31.0,0.9976,0.7745966692414834,red
85,2.109502310972899,0.7348469228349535,0.09,2.258317958127243,0.19493588689617927,7.211102550927978,97.0,0.9902200000000001,0.6324555320336759,white
86,2.588435821108957,0.565685424949238,0.44,1.5491933384829668,0.2469817807045694,4.898979485566356,34.0,0.99484,0.8944271909999159,red
87,2.6076809620810595,0.6557438524302001,0.3,1.8708286933869707,0.1816590212458495,5.196152422706632,135.0,0.9906,0.6082762530298219,white
88,2.5495097567963922,0.7842193570679061,0.03999999999999998,1.378404875209022,0.25495097567963926,3.0,18.0,0.9972,0.806225774829855,red
89,2.4899799195977463,0.5196152422706632,0.47,1.0954451150103321,0.33241540277189324,5.291502622129181,105.0,0.99224,0.714142842854285,white
90,2.5298221281347035,0.565685424949238,0.5,3.271085446759225,0.216794833886788,7.54983443527075,206.0,0.9968,0.7745966692414834,white
91,2.8809720581775866,0.7348469228349535,0.24,1.8439088914585775,0.27568097504180444,4.0,112.0,0.9976,0.7810249675906654,red
92,2.8460498941515415,0.758287544405155,0.22,1.449137674618944,0.27748873851023215,3.4641016151377544,65.0,0.9967,0.714142842854285,red
93,2.588435821108957,0.648074069840786,0.27,2.932575659723036,0.260768096208106,4.898979485566356,148.0,0.9948,0.7549834435270749,red
94,3.0,0.6928203230275509,0.32,1.6733200530681511,0.28982753492378877,4.58257569495584,122.0,0.9984,0.7874007874011811,red
95,3.1064449134018135,0.6164414002968976,0.49,1.6431676725154984,0.31304951684997057,3.4641016151377544,42.0,1.0004,0.7810249675906654,red
96,2.7386127875258306,0.6164414002968976,0.33,3.03315017762062,0.2073644135332772,4.358898943540674,116.0,0.99444,0.648074069840786,white
97,2.569046515733026,0.47958315233127197,0.27,2.3664319132398464,0.2073644135332772,6.557438524302,164.0,0.9953,0.8717797887081347,white
98,2.6645825188948455,0.806225774829855,0.18,1.3416407864998738,0.2645751311064591,3.605551275463989,40.0,0.997,0.7745966692414834,red
99,2.5298221281347035,0.7483314773547883,0.15,1.3416407864998738,0.2792848008753788,4.123105625617661,65.0,0.9929399999999999,0.7745966692414834,red
100,2.6457513110645907,0.458257569495584,0.42,2.3021728866442674,0.19235384061671346,6.0,123.0,0.99321,0.7211102550927979,white
101,2.6076809620810595,0.469041575982343,0.36,1.0954451150103321,0.2280350850198276,6.164414002968976,127.0,0.9933,0.7348469228349535,white
102,2.588435821108957,0.41231056256176607,0.27,1.1832159566199232,0.17888543819998318,6.244997998398398,149.0,0.99254,0.7211102550927979,white
103,2.5298221281347035,0.7937253933193772,0.21,1.2649110640673518,0.282842712474619,3.4641016151377544,32.0,0.9968899999999999,0.812403840463596,red
104,3.1064449134018135,0.4898979485566356,0.49,1.3416407864998738,0.27386127875258304,2.449489742783178,20.0,0.9977,0.916515138991168,red
105,2.588435821108957,0.5567764362830022,0.3,1.5491933384829668,0.19493588689617927,5.477225575051661,83.0,0.98867,0.6,white
106,2.7386127875258306,0.4242640687119285,0.31,3.420526275297414,0.22583179581272428,4.898979485566356,94.0,0.997,0.6633249580710799,white
107,2.6645825188948455,0.6,0.56,1.140175425099138,0.21447610589527216,5.0,102.0,0.9923,0.5744562646538028,white
108,2.8284271247461903,0.7071067811865476,0.39,1.61245154965971,0.2863564212655271,3.4641016151377544,46.0,0.9985,0.7874007874011811,red
109,2.23606797749979,0.41231056256176607,0.56,1.224744871391589,0.161245154965971,4.898979485566356,115.0,0.9906,0.6244997998398398,white
111,2.9832867780352594,0.7516648189186453,0.34,1.7320508075688772,0.30495901363953815,4.0,112.0,0.9998,0.7810249675906654,red
112,2.9664793948382653,0.7745966692414834,0.29,1.4832396974191326,0.31304951684997057,2.23606797749979,15.0,0.9988,0.7,red
113,2.4698178070456938,0.5291502622129182,0.27,2.8284271247461903,0.21908902300206645,6.4031242374328485,162.0,0.99498,0.714142842854285,white
114,2.756809750418044,0.648074069840786,0.25,1.9748417658131499,0.322490309931942,5.291502622129181,90.0,0.99784,0.7549834435270749,red
115,2.701851217221259,0.6324555320336759,0.28,2.5495097567963922,0.19235384061671346,5.0990195135927845,97.0,0.9914799999999999,0.7615773105863908,white
116,2.4083189157584592,0.41231056256176607,0.3,1.1832159566199232,0.19235384061671346,7.416198487095663,130.0,0.9909,0.6164414002968976,white
117,2.6267851073127395,0.6164414002968976,0.25,3.1304951684997055,0.2,5.291502622129181,191.0,0.9971,0.7810249675906654,white
118,2.756809750418044,0.4242640687119285,0.36,1.5491933384829668,0.22135943621178655,6.164414002968976,123.0,0.996,0.6782329983125268,white
119,2.569046515733026,0.41231056256176607,0.36,1.378404875209022,0.18973665961010278,6.164414002968976,110.0,0.99056,0.7348469228349535,white
120,2.4698178070456938,0.5049752469181039,0.44,3.5071355833500366,0.21213203435596426,7.280109889280518,197.0,0.9967,0.7348469228349535,white
121,2.5099800796022267,0.6244997998398398,0.24,2.6267851073127395,0.26267851073127396,3.0,117.0,0.9942,0.5916079783099616,white
122,2.6457513110645907,0.5477225575051661,0.38,3.8600518131237567,0.17888543819998318,7.745966692414834,181.0,0.9983,0.7810249675906654,white
123,2.588435821108957,0.33166247903553997,0.34,2.9664793948382653,0.2073644135332772,6.4031242374328485,113.0,0.9962,0.6324555320336759,white
124,2.7202941017470885,0.7874007874011811,0.05,1.378404875209022,0.260768096208106,4.898979485566356,42.0,0.9961,0.7549834435270749,red
125,2.588435821108957,0.5099019513592785,0.26,2.0,0.2810693864511039,5.958187643906492,216.0,0.9956,0.8246211251235321,white
126,2.4698178070456938,0.4242640687119285,0.38,1.51657508881031,0.1816590212458495,5.291502622129181,111.0,0.98962,0.7,white
127,2.5495097567963922,0.469041575982343,0.6000000000000001,2.6076809620810595,0.20493901531919198,5.744562646538029,168.0,0.9958,0.6,white
128,2.4698178070456938,0.6,0.26,2.8548204847240397,0.18708286933869708,3.7416573867739413,88.0,0.99031,0.5196152422706632,white
129,2.792848008753788,0.6244997998398398,0.42,1.4142135623730951,0.29325756597230357,3.0,21.0,0.99526,0.812403840463596,red
130,2.898275349237888,0.565685424949238,0.35,3.420526275297414,0.170293863659264,1.7320508075688772,46.0,0.99439,0.5830951894845301,white
131,2.5495097567963922,0.469041575982343,0.25,3.9749213828703582,0.22360679774997896,6.6332495807108,138.0,1.0001,0.6082762530298219,white
132,2.6267851073127395,0.47958315233127197,0.35,2.6267851073127395,0.17320508075688773,6.708203932499369,116.0,0.99244,0.7348469228349535,white
133,2.5495097567963922,0.47958315233127197,0.36,3.9749213828703582,0.19493588689617927,6.557438524302,133.0,0.99924,0.6403124237432849,white
134,2.7386127875258306,0.7615773105863908,0.03999999999999998,2.0248456731316584,0.282842712474619,5.196152422706632,46.0,0.99592,0.6855654600401044,red
135,2.4899799195977463,0.6,0.24,1.4832396974191326,0.3082207001484488,4.358898943540674,42.0,0.9946,0.7549834435270749,red
136,2.4899799195977463,0.6244997998398398,0.43,1.4142135623730951,0.2664582518894845,3.7416573867739413,24.0,0.9942799999999999,0.916515138991168,red
137,2.3664319132398464,0.458257569495584,0.4,1.140175425099138,0.20248456731316586,8.860022573334675,147.0,0.9901,0.916515138991168,white
138,2.6645825188948455,0.6082762530298219,0.32,1.1832159566199232,0.19235384061671346,5.196152422706632,126.0,0.9918,0.7874007874011811,white
139,2.3874672772626644,0.458257569495584,0.25,1.0488088481701516,0.18708286933869708,5.0990195135927845,81.0,0.9902,0.7211102550927979,white
140,2.6645825188948455,0.5196152422706632,0.24,3.5496478698597698,0.20976176963403032,6.928203230275509,118.0,0.99726,0.7483314773547883,white
141,2.5298221281347035,0.7874007874011811,0.12,2.16794833886788,0.2449489742783178,5.744562646538029,196.0,0.99556,0.6928203230275509,white
142,2.701851217221259,0.5196152422706632,0.39,2.588435821108957,0.25298221281347033,5.291502622129181,188.0,0.9958,0.5477225575051661,white
143,2.898275349237888,0.5567764362830022,0.29,1.760681686165901,0.33241540277189324,3.7416573867739413,26.0,0.99536,0.8831760866327847,red
144,2.701851217221259,0.3807886552931954,0.33,1.0488088481701516,0.20493901531919198,3.7416573867739413,64.0,0.9901200000000001,0.6082762530298219,white
145,2.569046515733026,0.5291502622129182,0.42,2.8635642126552705,0.20976176963403032,7.745966692414834,196.0,0.9956200000000001,0.6928203230275509,white
146,2.4899799195977463,0.469041575982343,0.28,1.4832396974191326,0.2,4.898979485566356,125.0,0.9917,0.6928203230275509,white
147,2.5495097567963922,0.714142842854285,0.25,1.3038404810405297,0.21908902300206645,6.244997998398398,177.0,0.9921200000000001,0.7549834435270749,white
148,2.7202941017470885,0.458257569495584,0.6000000000000001,3.5071355833500366,0.19493588689617927,8.774964387392123,183.0,0.9977799999999999,0.6928203230275509,white
149,2.4289915602982237,0.5099019513592785,0.21,3.5355339059327378,0.18439088914585774,6.0,152.0,0.9972,0.6557438524302001,white
150,2.9664793948382653,0.5744562646538028,0.41,2.4289915602982237,0.2701851217221259,2.6457513110645907,13.0,0.9965799999999999,0.7874007874011811,red
151,2.588435821108957,0.5567764362830022,0.08,1.140175425099138,0.19493588689617927,7.615773105863909,147.0,0.9922,0.6782329983125268,white
152,2.6832815729997477,0.4898979485566356,0.19,2.7748873851023217,0.21213203435596426,7.280109889280518,176.0,0.9958,0.6164414002968976,white
153,2.3021728866442674,0.6284902544988268,0.07,1.140175425099138,0.18708286933869708,5.0990195135927845,102.0,0.992,0.5916079783099616,white
154,2.8106938645110393,0.5,0.35,2.588435821108957,0.19748417658131498,4.69041575982343,64.0,0.9936200000000001,0.7,white
155,2.4289915602982237,0.41231056256176607,0.3,1.1832159566199232,0.20493901531919198,5.0,119.0,0.9931,0.848528137423857,white
156,2.8809720581775866,0.6,0.57,3.872983346207417,0.2280350850198276,5.916079783099616,256.0,1.0001,0.8,white
157,2.345207879911715,0.41231056256176607,0.23,1.70293863659264,0.19748417658131498,3.1622776601683795,108.0,0.9924299999999999,0.7071067811865476,white
158,2.792848008753788,0.5291502622129182,0.32,3.0,0.18973665961010278,5.830951894845301,115.0,0.9952,0.6244997998398398,white
159,2.6832815729997477,0.36055512754639896,0.46,1.140175425099138,0.20976176963403032,6.928203230275509,111.0,0.9912700000000001,0.6708203932499369,white
160,2.4899799195977463,0.5958187643906492,0.35,1.4142135623730951,0.21447610589527216,5.5677643628300215,95.0,0.9882200000000001,0.6782329983125268,white
161,2.4083189157584592,0.5916079783099616,0.29,1.7888543819998317,0.18439088914585774,6.4031242374328485,151.0,0.9912,0.7615773105863908,white
162,2.588435821108957,0.6557438524302001,0.23,2.23606797749979,0.33241540277189324,7.0,145.0,0.99471,0.7,white
163,2.6832815729997477,0.6324555320336759,0.24,2.9154759474226504,0.2345207879911715,6.708203932499369,151.0,0.99626,0.7211102550927979,white
164,2.4899799195977463,0.5916079783099616,0.31,1.61245154965971,0.18973665961010278,6.082762530298219,92.0,0.9893799999999999,0.7280109889280518,white
165,2.449489742783178,0.37416573867739417,0.17,2.3664319132398464,0.18973665961010278,6.082762530298219,127.0,0.9937299999999999,0.7549834435270749,white
166,2.6076809620810595,0.5099019513592785,0.34,3.8858718455450894,0.2449489742783178,6.48074069840786,162.0,0.99705,0.7211102550927979,white
167,2.5298221281347035,0.469041575982343,0.32,2.2135943621178655,0.21447610589527216,7.0710678118654755,156.0,0.99316,0.7416198487095663,white
168,2.4083189157584592,0.5291502622129182,0.35,1.51657508881031,0.23021728866442676,6.0,114.0,0.9924,0.7071067811865476,white
169,2.4289915602982237,0.4472135954999579,0.4,1.140175425099138,0.216794833886788,4.795831523312719,92.0,0.9923200000000001,0.6708203932499369,white
170,3.1064449134018135,0.5916079783099616,0.49,2.4083189157584592,0.2569046515733026,2.23606797749979,35.0,1.0014,0.812403840463596,red
171,2.6076809620810595,0.43588989435406733,0.23,2.258317958127243,0.18439088914585774,8.426149773176359,204.0,0.9942,0.8306623862918074,white
172,2.7202941017470885,0.4242640687119285,0.36,3.6193922141707713,0.23664319132398462,8.48528137423857,163.0,1.0,0.5916079783099616,white
173,3.0983866769659336,0.648074069840786,0.35,1.449137674618944,0.28809720581775866,4.123105625617661,38.0,0.9962200000000001,0.812403840463596,red
174,2.5298221281347035,0.47958315233127197,0.39,1.3416407864998738,0.17888543819998318,4.795831523312719,118.0,0.9912,0.7071067811865476,white
175,2.8809720581775866,0.824621125123532,0.03999999999999998,1.8439088914585775,0.28982753492378877,2.449489742783178,11.0,0.99892,0.7,red
176,2.588435821108957,0.47958315233127197,0.33,1.3416407864998738,0.18973665961010278,4.795831523312719,96.0,0.9925,0.6324555320336759,white
177,2.932575659723036,0.8031189202104505,0.25,1.4142135623730951,0.28809720581775866,2.8284271247461903,28.0,0.99815,0.7745966692414834,red
178,2.8460498941515415,0.5567764362830022,0.24,1.2649110640673518,0.17888543819998318,3.1622776601683795,67.0,0.9924,0.6855654600401044,white
179,2.6076809620810595,0.4242640687119285,0.21,2.32379000772445,0.23021728866442676,5.830951894845301,104.0,0.99445,0.6557438524302001,white
180,2.6457513110645907,0.4,0.32,1.0488088481701516,0.17888543819998318,5.385164807134504,80.0,0.98972,0.6,white
181,2.7748873851023217,0.4898979485566356,0.3,1.1832159566199232,0.20248456731316586,3.872983346207417,102.0,0.9929,0.7280109889280518,white
182,3.1064449134018135,0.7348469228349535,0.6000000000000001,2.0976176963403033,0.33241540277189324,2.449489742783178,15.0,0.9984,0.9110433579144299,red
183,2.569046515733026,0.824621125123532,0.5,1.224744871391589,0.21213203435596426,5.477225575051661,133.0,0.9910399999999999,0.6928203230275509,white
184,3.0659419433511785,0.41231056256176607,0.55,1.2649110640673518,0.22135943621178655,3.7416573867739413,94.0,0.9949,0.7810249675906654,white
185,2.8809720581775866,0.5196152422706632,0.34,3.1937438845342623,0.21908902300206645,7.0710678118654755,118.0,0.99716,0.714142842854285,white
186,2.756809750418044,0.5477225575051661,0.25,2.073644135332772,0.23237900077244503,4.69041575982343,111.0,0.9956,0.7,white
187,2.8106938645110393,0.5916079783099616,0.28,3.591656999213594,0.17888543819998318,3.605551275463989,63.0,0.9932,0.6557438524302001,white
188,2.5298221281347035,0.6244997998398398,0.21,1.0954451150103321,0.20248456731316586,5.916079783099616,136.0,0.99225,0.6782329983125268,white
189,2.9154759474226504,0.6782329983125268,0.59,1.1832159566199232,0.33241540277189324,4.0,45.0,0.99702,0.916515138991168,red
190,2.449489742783178,0.5196152422706632,0.26,1.140175425099138,0.19493588689617927,5.656854249492381,138.0,0.99125,0.6557438524302001,white
191,2.756809750418044,0.5385164807134504,0.26,2.5495097567963922,0.20493901531919198,5.656854249492381,160.0,0.9944,0.6855654600401044,white
192,2.5099800796022267,0.6,0.3,2.1908902300206643,0.22135943621178655,3.7416573867739413,85.0,0.9932,0.6244997998398398,white
193,2.7202941017470885,0.5830951894845301,0.28,3.478505426185217,0.22135943621178655,5.5677643628300215,149.0,0.99677,0.7,white
194,3.0166206257996713,0.812403840463596,0.15,1.7888543819998317,0.31144823004794875,3.0,59.0,0.99976,0.7348469228349535,red
195,2.6076809620810595,0.8185352771872451,0.3,3.605551275463989,0.33241540277189324,4.69041575982343,193.0,0.9984,0.8185352771872451,white
196,2.569046515733026,0.6708203932499369,0.43,2.6832815729997477,0.25298221281347033,5.5677643628300215,186.0,0.9954,0.6633249580710799,white
197,2.7748873851023217,0.33166247903553997,0.34,3.7483329627982624,0.2,6.4031242374328485,114.0,0.99634,0.7681145747868608,white
198,2.6832815729997477,0.5830951894845301,0.24,1.4142135623730951,0.2664582518894845,5.477225575051661,52.0,0.9957600000000001,0.7615773105863908,red
199,2.4899799195977463,0.4,0.47,1.1832159566199232,0.170293863659264,4.795831523312719,81.0,0.99,0.648074069840786,white
200,2.6267851073127395,0.458257569495584,0.6000000000000001,1.0488088481701516,0.33241540277189324,7.211102550927978,123.0,0.9932,0.6244997998398398,white
201,2.6267851073127395,0.7483314773547883,0.26,3.3015148038438356,0.2449489742783178,7.416198487095663,193.0,0.9969,0.6633249580710799,white
202,2.449489742783178,0.6,0.39,1.7888543819998317,0.16431676725154984,4.47213595499958,125.0,0.991,0.6244997998398398,white
203,2.756809750418044,0.6928203230275509,0.31,3.0659419433511785,0.21447610589527216,2.449489742783178,194.0,0.9971399999999999,0.7810249675906654,white
204,2.6457513110645907,0.5196152422706632,0.48,2.4698178070456938,0.20493901531919198,7.745966692414834,184.0,0.99566,0.7071067811865476,white
205,2.6645825188948455,0.36055512754639896,0.38,1.3416407864998738,0.21447610589527216,3.7416573867739413,114.0,0.9925,0.916515138991168,white
